英雄A(阵营1),英雄B(阵营2),对局序号,单局胜负摘要,蓝方阵容(5人),红方阵容(5人)
廉颇,吕布,7,阵营2 胜利,"吕布,海月,敖隐,镜,盾山","廉颇,不知火舞,蚩奼,暃,苏烈"
廉颇,吕布,8,阵营1 胜利,"廉颇,不知火舞,戈娅,宫本武藏,刘邦","吕布,王昭君,艾琳,云缨,元流之子(辅助)"
廉颇,吕布,9,阵营2 胜利,"吕布,女娲,戈娅,暃,少司缘","廉颇,武则天,公孙离,孙悟空,张飞"
廉颇,吕布,10,阵营2 胜利,"吕布,嫦娥,蚩奼,百里玄策,刘邦","廉颇,高渐离,孙权,韩信,张飞"
廉颇,吕布,11,阵营2 胜利,"吕布,妲己,艾琳,镜,盾山","廉颇,不知火舞,马可波罗,司马懿,少司缘"
廉颇,吕布,12,阵营2 胜利,"廉颇,甄姬,莱西奥,镜,盾山","吕布,海诺,元流之子(射手),暃,朵莉亚"
廉颇,吕布,13,阵营1 胜利,"吕布,诸葛亮,戈娅,哪吒,墨子","廉颇,嫦娥,虞姬,阿古朵,刘邦"
廉颇,吕布,14,阵营1 胜利,"吕布,小乔,孙权,马超,赵怀真","廉颇,沈梦溪,虞姬,典韦,墨子"
廉颇,吕布,15,阵营1 胜利,"廉颇,武则天,戈娅,云缨,少司缘","吕布,姜子牙,元流之子(射手),镜,太乙真人"
廉颇,吕布,16,阵营2 胜利,"吕布,小乔,虞姬,镜,刘邦","廉颇,嫦娥,孙权,典韦,张飞"
廉颇,吕布,17,阵营1 胜利,"廉颇,小乔,元流之子(射手),云缨,苏烈","吕布,女娲,公孙离,宫本武藏,太乙真人"
廉颇,吕布,18,阵营1 胜利,"吕布,不知火舞,蚩奼,韩信,刘邦","廉颇,嫦娥,老夫子,孙悟空,大乔"
廉颇,吕布,19,阵营2 胜利,"廉颇,沈梦溪,蚩奼,云缨,刘邦","吕布,女娲,元流之子(射手),镜,杨玉环"
廉颇,元歌,1,阵营1 胜利,"廉颇,诸葛亮,戈娅,云缨,少司缘","元歌,武则天,后羿,铠,大禹"
廉颇,元歌,2,阵营2 胜利,"廉颇,上官婉儿,元流之子(射手),孙悟空,大禹","元歌,嫦娥,李信,杨戬,张飞"
廉颇,元歌,3,阵营1 胜利,"元歌,甄姬,戈娅,宫本武藏,张飞","廉颇,诸葛亮,蚩奼,镜,盾山"
廉颇,元歌,4,阵营2 胜利,"元歌,女娲,虞姬,镜,盾山","廉颇,不知火舞,元流之子(射手),宫本武藏,苏烈"
廉颇,元歌,5,阵营2 胜利,"廉颇,沈梦溪,公孙离,裴擒虎,少司缘","元歌,不知火舞,蚩奼,诸葛亮,太乙真人"
廉颇,元歌,6,阵营2 胜利,"廉颇,不知火舞,莱西奥,镜,张飞","元歌,貂蝉,公孙离,暃,少司缘"
廉颇,元歌,7,阵营2 胜利,"元歌,西施,戈娅,马超,苏烈","廉颇,小乔,艾琳,裴擒虎,元流之子(辅助)"
廉颇,元歌,8,阵营1 胜利,"元歌,高渐离,黄忠,暃,张飞","廉颇,不知火舞,蚩奼,大司命,少司缘"
廉颇,元歌,9,阵营1 胜利,"元歌,貂蝉,蚩奼,百里玄策,大禹","廉颇,小乔,元流之子(射手),宫本武藏,鲁班大师"
廉颇,元歌,10,阵营1 胜利,"廉颇,沈梦溪,蚩奼,百里玄策,蔡文姬","元歌,不知火舞,孙权,大司命,东皇太一"
廉颇,元歌,11,阵营2 胜利,"元歌,小乔,后羿,云缨,苏烈","廉颇,女娲,元流之子(射手),典韦,刘邦"
廉颇,元歌,12,阵营1 胜利,"元歌,武则天,蚩奼,典韦,苏烈","廉颇,诸葛亮,狄仁杰,百里玄策,张飞"
廉颇,元歌,13,阵营2 胜利,"元歌,不知火舞,元流之子(射手),大司命,苏烈","廉颇,墨子,蚩奼,曜,瑶"
廉颇,元歌,14,阵营2 胜利,"元歌,嫦娥,元流之子(射手),兰陵王,张飞","廉颇,沈梦溪,公孙离,铠,大禹"
廉颇,元歌,15,阵营2 胜利,"元歌,不知火舞,公孙离,孙悟空,太乙真人","廉颇,沈梦溪,莱西奥,裴擒虎,杨玉环"
廉颇,元歌,16,阵营2 胜利,"元歌,沈梦溪,李信,宫本武藏,瑶","廉颇,武则天,元流之子(射手),百里玄策,少司缘"
廉颇,元歌,17,阵营1 胜利,"廉颇,嫦娥,蚩奼,暃,元流之子(辅助)","元歌,小乔,元流之子(射手),露娜,少司缘"
廉颇,元歌,18,阵营2 胜利,"廉颇,上官婉儿,戈娅,云中君,少司缘","元歌,女娲,元流之子(射手),大司命,盾山"
廉颇,元歌,19,阵营2 胜利,"廉颇,貂蝉,公孙离,哪吒,朵莉亚","元歌,杨玉环,戈娅,裴擒虎,刘邦"
廉颇,夏侯惇,1,阵营2 胜利,"廉颇,不知火舞,元流之子(射手),铠,苏烈","夏侯惇,干将莫邪,虞姬,云缨,少司缘"
廉颇,夏侯惇,2,阵营1 胜利,"夏侯惇,诸葛亮,孙权,马超,张飞","廉颇,海诺,戈娅,元流之子(刺客),东皇太一"
廉颇,夏侯惇,3,阵营2 胜利,"廉颇,高渐离,元流之子(射手),宫本武藏,空空儿","夏侯惇,嫦娥,马可波罗,马超,刘邦"
廉颇,曹操,1,阵营1 胜利,"曹操,沈梦溪,元流之子(射手),典韦,项羽","廉颇,海诺,苍,赵云,杨玉环"
廉颇,曹操,2,阵营2 胜利,"廉颇,貂蝉,敖隐,诸葛亮,大禹","曹操,大乔,公孙离,刘备,太乙真人"
廉颇,曹操,3,阵营1 胜利,"廉颇,大乔,戈娅,暃,刘邦","曹操,女娲,狄仁杰,镜,大禹"
廉颇,曹操,4,阵营2 胜利,"廉颇,沈梦溪,蚩奼,司马懿,杨玉环","曹操,姜子牙,公孙离,镜,少司缘"
廉颇,曹操,5,阵营1 胜利,"廉颇,嫦娥,戈娅,阿古朵,少司缘","曹操,甄姬,元流之子(射手),裴擒虎,大禹"
廉颇,曹操,6,阵营1 胜利,"曹操,貂蝉,艾琳,裴擒虎,盾山","廉颇,姜子牙,元流之子(射手),孙悟空,张飞"
廉颇,曹操,7,阵营2 胜利,"曹操,海月,敖隐,司马懿,张飞","廉颇,女娲,苍,娜可露露,赵怀真"
廉颇,曹操,8,阵营1 胜利,"曹操,沈梦溪,孙权,铠,大乔","廉颇,女娲,艾琳,韩信,刘邦"
廉颇,曹操,9,阵营2 胜利,"曹操,女娲,元流之子(射手),娜可露露,大禹","廉颇,嫦娥,戈娅,裴擒虎,少司缘"
廉颇,曹操,10,阵营2 胜利,"廉颇,西施,元流之子(射手),诸葛亮,少司缘","曹操,嫦娥,戈娅,娜可露露,盾山"
廉颇,曹操,11,阵营2 胜利,"曹操,妲己,戈娅,诸葛亮,苏烈","廉颇,弈星,元流之子(射手),裴擒虎,杨玉环"
廉颇,曹操,12,阵营2 胜利,"廉颇,貂蝉,蚩奼,马超,张飞","曹操,小乔,孙权,李白,刘邦"
廉颇,曹操,13,阵营2 胜利,"廉颇,元流之子(射手),安琪拉,马超,太乙真人","曹操,小乔,司空震,孙悟空,少司缘"
廉颇,曹操,14,阵营1 胜利,"廉颇,女娲,狄仁杰,元流之子(刺客),苏烈","曹操,海月,戈娅,百里玄策,少司缘"
廉颇,曹操,15,阵营2 胜利,"曹操,武则天,孙尚香,马超,张飞","廉颇,海月,戈娅,诸葛亮,朵莉亚"
廉颇,曹操,16,阵营1 胜利,"曹操,安琪拉,狄仁杰,百里玄策,杨玉环","廉颇,武则天,艾琳,暃,墨子"
廉颇,曹操,17,阵营1 胜利,"曹操,嫦娥,虞姬,裴擒虎,钟馗","廉颇,元流之子(法师),蚩奼,橘右京,少司缘"
廉颇,曹操,18,阵营1 胜利,"廉颇,小乔,戈娅,百里玄策,鬼谷子","曹操,大乔,百里守约,马超,张飞"
廉颇,曹操,19,阵营1 胜利,"曹操,甄姬,蚩奼,元流之子(坦克),明世隐","廉颇,海诺,公孙离,雅典娜,大禹"
廉颇,达摩,1,阵营2 胜利,"达摩,嫦娥,蚩奼,百里玄策,张飞","廉颇,西施,元流之子(射手),裴擒虎,鲁班大师"
廉颇,达摩,2,阵营1 胜利,"达摩,嬴政,元流之子(射手),百里玄策,杨玉环","廉颇,女娲,戈娅,镜,苏烈"
廉颇,达摩,3,阵营1 胜利,"达摩,甄姬,敖隐,露娜,少司缘","廉颇,妲己,孙权,马超,元流之子(辅助)"
廉颇,达摩,4,阵营2 胜利,"廉颇,貂蝉,敖隐,镜,大乔","达摩,海月,苍,暃,杨玉环"
廉颇,达摩,5,阵营1 胜利,"廉颇,诸葛亮,戈娅,韩信,少司缘","达摩,沈梦溪,元流之子(射手),铠,张良"
廉颇,达摩,6,阵营2 胜利,"廉颇,沈梦溪,蚩奼,云中君,苏烈","达摩,嫦娥,元流之子(射手),兰陵王,刘禅"
廉颇,达摩,7,阵营1 胜利,"廉颇,女娲,公孙离,韩信,张良","达摩,嫦娥,元流之子(射手),杨戬,杨玉环"
廉颇,达摩,8,阵营2 胜利,"达摩,不知火舞,百里守约,阿古朵,刘禅","廉颇,女娲,蚩奼,宫本武藏,大禹"
廉颇,达摩,9,阵营1 胜利,"廉颇,诸葛亮,元流之子(射手),杨戬,少司缘","达摩,嫦娥,狄仁杰,百里玄策,项羽"
廉颇,达摩,10,阵营2 胜利,"达摩,妲己,元流之子(射手),裴擒虎,刘邦","廉颇,诸葛亮,狄仁杰,阿古朵,盾山"
廉颇,达摩,11,阵营2 胜利,"达摩,干将莫邪,戈娅,裴擒虎,张飞","廉颇,小乔,蚩奼,典韦,牛魔"
廉颇,达摩,12,阵营1 胜利,"廉颇,嫦娥,元流之子(射手),百里玄策,大乔","达摩,干将莫邪,公孙离,澜,元流之子(辅助)"
廉颇,达摩,13,阵营2 胜利,"廉颇,周瑜,蚩奼,镜,苏烈","达摩,高渐离,元流之子(射手),阿轲,太乙真人"
廉颇,达摩,14,阵营2 胜利,"廉颇,诸葛亮,蚩奼,露娜,庄周","达摩,上官婉儿,戈娅,李元芳,张飞"
廉颇,达摩,15,阵营2 胜利,"廉颇,杨玉环,公孙离,韩信,瑶","达摩,上官婉儿,虞姬,李白,鬼谷子"
廉颇,达摩,16,阵营1 胜利,"廉颇,沈梦溪,公孙离,李元芳,鬼谷子","达摩,杨玉环,戈娅,赵云,少司缘"
廉颇,达摩,17,阵营1 胜利,"达摩,杨玉环,公孙离,百里玄策,刘邦","廉颇,小乔,苍,裴擒虎,桑启"
廉颇,达摩,18,阵营2 胜利,"达摩,沈梦溪,敖隐,阿轲,太乙真人","廉颇,小乔,后羿,马超,苏烈"
廉颇,达摩,19,阵营1 胜利,"廉颇,甄姬,元流之子(射手),裴擒虎,大禹","达摩,武则天,艾琳,马超,蔡文姬"
廉颇,项羽,1,阵营2 胜利,"廉颇,不知火舞,元流之子(射手),盘古,大禹","项羽,沈梦溪,蚩奼,雅典娜,张飞"
廉颇,项羽,2,阵营2 胜利,"项羽,西施,元流之子(射手),裴擒虎,杨玉环","廉颇,女娲,孙权,大司命,刘邦"
廉颇,项羽,3,阵营2 胜利,"项羽,西施,戈娅,芈月,刘邦","廉颇,嫦娥,百里守约,元流之子(坦克),少司缘"
廉颇,项羽,4,阵营1 胜利,"廉颇,海月,公孙离,镜,苏烈","项羽,沈梦溪,狄仁杰,孙悟空,少司缘"
廉颇,项羽,5,阵营1 胜利,"项羽,嫦娥,狄仁杰,阿轲,元流之子(辅助)","廉颇,海诺,元流之子(射手),猪八戒,张飞"
廉颇,项羽,6,阵营1 胜利,"项羽,弈星,元流之子(射手),露娜,孙膑","廉颇,海月,后羿,裴擒虎,少司缘"
廉颇,项羽,7,阵营2 胜利,"项羽,大乔,元流之子(射手),铠,张飞","廉颇,女娲,公孙离,宫本武藏,刘邦"
廉颇,项羽,8,阵营2 胜利,"项羽,杨玉环,元流之子(射手),云缨,大乔","廉颇,姜子牙,虞姬,韩信,刘邦"
廉颇,项羽,9,阵营2 胜利,"项羽,甄姬,蚩奼,曜,大乔","廉颇,貂蝉,元流之子(射手),马超,鬼谷子"
廉颇,项羽,10,阵营1 胜利,"项羽,王昭君,艾琳,大司命,刘邦","廉颇,甄姬,戈娅,暃,少司缘"
廉颇,项羽,11,阵营2 胜利,"廉颇,甄姬,虞姬,裴擒虎,大乔","项羽,女娲,公孙离,娜可露露,鲁班大师"
廉颇,项羽,12,阵营1 胜利,"项羽,小乔,孙尚香,镜,盾山","廉颇,沈梦溪,元流之子(射手),盘古,苏烈"
廉颇,项羽,13,阵营1 胜利,"廉颇,诸葛亮,元流之子(射手),澜,张飞","项羽,高渐离,孙权,百里玄策,少司缘"
廉颇,项羽,14,阵营2 胜利,"项羽,武则天,后羿,孙悟空,桑启","廉颇,貂蝉,孙尚香,宫本武藏,盾山"
廉颇,项羽,15,阵营1 胜利,"项羽,杨玉环,敖隐,杨戬,明世隐","廉颇,女娲,虞姬,云缨,刘邦"
廉颇,项羽,16,阵营2 胜利,"廉颇,沈梦溪,后羿,诸葛亮,刘邦","项羽,嫦娥,戈娅,镜,少司缘"
廉颇,项羽,17,阵营1 胜利,"廉颇,诸葛亮,戈娅,典韦,大禹","项羽,沈梦溪,孙权,裴擒虎,赵怀真"
廉颇,项羽,18,阵营1 胜利,"项羽,不知火舞,狄仁杰,猪八戒,盾山","廉颇,貂蝉,元流之子(射手),百里玄策,苏烈"
廉颇,项羽,19,阵营1 胜利,"项羽,诸葛亮,公孙离,云缨,瑶","廉颇,上官婉儿,戈娅,大司命,鲁班大师"
廉颇,老夫子,1,阵营1 胜利,"老夫子,海诺,李信,宫本武藏,元流之子(辅助)","廉颇,嫦娥,鲁班七号,韩信,大禹"
廉颇,老夫子,2,阵营2 胜利,"廉颇,沈梦溪,艾琳,镜,蔡文姬","老夫子,杨玉环,蚩奼,铠,少司缘"
廉颇,老夫子,3,阵营1 胜利,"老夫子,大乔,戈娅,娜可露露,东皇太一","廉颇,海诺,蚩奼,百里玄策,苏烈"
廉颇,老夫子,4,阵营2 胜利,"老夫子,貂蝉,元流之子(射手),曜,赵怀真","廉颇,嫦娥,蚩奼,阿古朵,少司缘"
廉颇,老夫子,5,阵营1 胜利,"老夫子,沈梦溪,戈娅,哪吒,桑启","廉颇,嫦娥,孙权,孙悟空,苏烈"
廉颇,老夫子,6,阵营2 胜利,"老夫子,貂蝉,蚩奼,梦奇,钟馗","廉颇,嫦娥,李信,娜可露露,苏烈"
廉颇,老夫子,7,阵营1 胜利,"廉颇,女娲,戈娅,镜,少司缘","老夫子,杨玉环,孙尚香,韩信,大禹"
廉颇,老夫子,8,阵营2 胜利,"廉颇,海月,公孙离,孙悟空,张飞","老夫子,杨玉环,狄仁杰,云缨,元流之子(辅助)"
廉颇,老夫子,9,阵营1 胜利,"廉颇,小乔,戈娅,裴擒虎,大乔","老夫子,不知火舞,后羿,暃,刘邦"
廉颇,老夫子,10,阵营2 胜利,"老夫子,大乔,莱西奥,雅典娜,张飞","廉颇,海诺,蒙犽,元流之子(刺客),盾山"
廉颇,老夫子,11,阵营1 胜利,"廉颇,不知火舞,戈娅,铠,刘邦","老夫子,太乙真人,狄仁杰,赵云,元流之子(辅助)"
廉颇,老夫子,12,阵营2 胜利,"廉颇,女娲,虞姬,马超,刘邦","老夫子,貂蝉,公孙离,暃,大禹"
廉颇,老夫子,13,阵营1 胜利,"老夫子,安琪拉,元流之子(射手),澜,鲁班大师","廉颇,貂蝉,蚩奼,阿古朵,少司缘"
廉颇,老夫子,14,阵营2 胜利,"老夫子,沈梦溪,后羿,澜,空空儿","廉颇,甄姬,元流之子(射手),马超,桑启"
廉颇,老夫子,15,阵营2 胜利,"廉颇,诸葛亮,元流之子(射手),蚩奼,墨子","老夫子,海诺,公孙离,司马懿,东皇太一"
廉颇,老夫子,16,阵营2 胜利,"廉颇,貂蝉,元流之子(射手),云缨,大禹","老夫子,沈梦溪,司空震,裴擒虎,大乔"
廉颇,老夫子,17,阵营2 胜利,"廉颇,嫦娥,百里守约,镜,大乔","老夫子,沈梦溪,元流之子(射手),云缨,张良"
廉颇,老夫子,18,阵营1 胜利,"老夫子,小乔,敖隐,雅典娜,少司缘","廉颇,武则天,元流之子(射手),孙悟空,太乙真人"
廉颇,老夫子,19,阵营2 胜利,"老夫子,女娲,蚩奼,宫本武藏,桑启","廉颇,貂蝉,戈娅,露娜,少司缘"
廉颇,关羽,1,阵营2 胜利,"关羽,小乔,蚩奼,孙悟空,大禹","廉颇,海月,苍,阿古朵,桑启"
廉颇,关羽,2,阵营2 胜利,"廉颇,不知火舞,苍,诸葛亮,杨玉环","关羽,海月,戈娅,李白,桑启"
廉颇,关羽,3,阵营1 胜利,,未集齐10人
廉颇,关羽,4,阵营2 胜利,"关羽,弈星,元流之子(射手),镜,苏烈","廉颇,女娲,公孙离,裴擒虎,大禹"
廉颇,关羽,5,阵营2 胜利,"廉颇,貂蝉,戈娅,暃,大乔","关羽,嬴政,元流之子(射手),裴擒虎,刘禅"
廉颇,关羽,6,阵营2 胜利,"廉颇,甄姬,公孙离,云缨,苏烈","关羽,嫦娥,蚩奼,阿古朵,朵莉亚"
廉颇,关羽,7,阵营2 胜利,"关羽,女娲,后羿,孙悟空,刘邦","廉颇,金蝉,孙权,裴擒虎,大禹"
廉颇,关羽,8,阵营1 胜利,"关羽,沈梦溪,元流之子(射手),裴擒虎,张飞","廉颇,西施,公孙离,曹操,少司缘"
廉颇,关羽,9,阵营2 胜利,"关羽,小乔,艾琳,大司命,少司缘","廉颇,高渐离,李信,铠,刘邦"
廉颇,关羽,10,阵营2 胜利,"廉颇,大乔,戈娅,宫本武藏,墨子","关羽,元流之子(法师),狄仁杰,裴擒虎,庄周"
廉颇,关羽,11,阵营2 胜利,"关羽,不知火舞,艾琳,李白,元流之子(辅助)","廉颇,沈梦溪,元流之子(射手),裴擒虎,张飞"
廉颇,关羽,12,阵营1 胜利,"廉颇,貂蝉,戈娅,韩信,张飞","关羽,干将莫邪,孙权,镜,少司缘"
廉颇,关羽,13,阵营1 胜利,"关羽,大乔,蚩奼,刘备,元流之子(辅助)","廉颇,沈梦溪,孙权,元流之子(刺客),少司缘"
廉颇,关羽,14,阵营1 胜利,"廉颇,貂蝉,艾琳,孙悟空,元流之子(辅助)","关羽,海诺,李信,阿古朵,杨玉环"
廉颇,关羽,15,阵营2 胜利,"廉颇,白起,李元芳,司马懿,大乔","关羽,女娲,蚩奼,云缨,苏烈"
廉颇,关羽,16,阵营2 胜利,"廉颇,沈梦溪,孙权,露娜,大乔","关羽,不知火舞,蚩奼,镜,盾山"
廉颇,关羽,17,阵营1 胜利,"关羽,西施,元流之子(射手),李白,钟馗","廉颇,女娲,戈娅,百里玄策,张飞"
廉颇,关羽,18,阵营2 胜利,"廉颇,嫦娥,戈娅,元流之子(刺客),刘邦","关羽,女娲,公孙离,裴擒虎,张飞"
廉颇,关羽,19,阵营2 胜利,"廉颇,武则天,孙权,司马懿,少司缘","关羽,西施,苍,暃,刘邦"
廉颇,貂蝉,1,阵营2 胜利,"廉颇,妲己,艾琳,铠,赵怀真","貂蝉,嬴政,狄仁杰,百里玄策,少司缘"
