英雄A(阵营1),英雄B(阵营2),对局序号,单局胜负摘要,蓝方阵容(5人),红方阵容(5人)
赵云,典韦,6,阵营1 胜利,"曹操,小乔,元流之子(射手),赵云,张飞","姬小满,大乔,虞姬,典韦,廉颇"
赵云,典韦,7,阵营1 胜利,"狂铁,沈梦溪,蒙犽,典韦,盾山","夏洛特,诸葛亮,孙权,赵云,张飞"
赵云,典韦,8,阵营2 胜利,"马超,杨玉环,蚩奼,赵云,孙膑","夏洛特,小乔,狄仁杰,典韦,刘邦"
赵云,典韦,9,阵营2 胜利,"关羽,西施,李信,赵云,苏烈","曹操,诸葛亮,司空震,典韦,少司缘"
赵云,典韦,10,阵营1 胜利,"猪八戒,女娲,元流之子(射手),典韦,少司缘","元歌,海诺,敖隐,赵云,元流之子(辅助)"
赵云,典韦,11,阵营1 胜利,"亚瑟,甄姬,艾琳,典韦,盾山","影,女娲,孙权,赵云,空空儿"
赵云,典韦,12,阵营2 胜利,"花木兰,小乔,元流之子(射手),典韦,少司缘","老夫子,女娲,公孙离,赵云,太乙真人"
赵云,典韦,13,阵营2 胜利,"花木兰,王昭君,狄仁杰,典韦,元流之子(辅助)","亚连,貂蝉,鲁班七号,赵云,张飞"
赵云,典韦,14,阵营1 胜利,"哪吒,武则天,公孙离,赵云,刘邦","夏洛特,女娲,元流之子(射手),典韦,太乙真人"
赵云,典韦,15,阵营1 胜利,"关羽,上官婉儿,戈娅,赵云,苏烈","司空震,沈梦溪,蚩奼,典韦,鲁班大师"
赵云,典韦,16,阵营1 胜利,"影,甄姬,李信,典韦,刘邦","司空震,大乔,虞姬,赵云,鲁班大师"
赵云,典韦,17,阵营2 胜利,"项羽,杨玉环,公孙离,赵云,张飞","芈月,高渐离,元流之子(射手),典韦,大乔"
赵云,典韦,18,阵营1 胜利,"关羽,不知火舞,元流之子(射手),典韦,瑶","梦奇,杨玉环,莱西奥,赵云,苏烈"
赵云,典韦,19,阵营1 胜利,"司空震,海月,公孙离,典韦,刘邦","花木兰,貂蝉,狄仁杰,赵云,苏烈"
赵云,宫本武藏,1,阵营1 胜利,"老夫子,小乔,戈娅,宫本武藏,刘禅","狂铁,嫦娥,后羿,赵云,刘邦"
赵云,宫本武藏,2,阵营1 胜利,"影,海月,苍,宫本武藏,元流之子(辅助)","元歌,西施,狄仁杰,赵云,张飞"
赵云,宫本武藏,3,阵营1 胜利,"元歌,高渐离,元流之子(射手),赵云,刘邦","狂铁,武则天,公孙离,宫本武藏,大禹"
赵云,宫本武藏,4,阵营2 胜利,"廉颇,小乔,元流之子(射手),宫本武藏,赵怀真","司空震,海月,艾琳,赵云,朵莉亚"
赵云,宫本武藏,5,阵营1 胜利,"司空震,女娲,元流之子(射手),赵云,张飞","亚连,大乔,公孙离,宫本武藏,刘邦"
赵云,宫本武藏,6,阵营2 胜利,"达摩,西施,元流之子(射手),宫本武藏,张飞","曹操,嫦娥,虞姬,赵云,刘邦"
赵云,宫本武藏,7,阵营1 胜利,"元歌,武则天,戈娅,宫本武藏,刘邦","狂铁,海诺,苍,赵云,苏烈"
赵云,宫本武藏,8,阵营1 胜利,"老夫子,武则天,蚩奼,赵云,廉颇","关羽,嫦娥,戈娅,宫本武藏,刘邦"
赵云,宫本武藏,9,阵营2 胜利,"狂铁,海月,蚩奼,赵云,张飞","影,小乔,戈娅,宫本武藏,少司缘"
赵云,宫本武藏,10,阵营2 胜利,"达摩,安琪拉,公孙离,宫本武藏,张飞","蒙恬,沈梦溪,元流之子(射手),赵云,廉颇"
赵云,宫本武藏,11,阵营2 胜利,"马超,貂蝉,戈娅,宫本武藏,刘邦","蚩奼,诸葛亮,虞姬,赵云,张飞"
赵云,宫本武藏,12,阵营2 胜利,"老夫子,沈梦溪,蚩奼,赵云,钟馗","杨戬,嫦娥,孙权,宫本武藏,太乙真人"
赵云,宫本武藏,13,阵营1 胜利,"影,诸葛亮,李信,宫本武藏,少司缘","马超,杨玉环,戈娅,赵云,元流之子(辅助)"
赵云,宫本武藏,14,阵营2 胜利,"夏洛特,海诺,孙权,赵云,刘邦","梦奇,女娲,元流之子(射手),宫本武藏,大禹"
赵云,宫本武藏,15,阵营1 胜利,"芈月,上官婉儿,元流之子(射手),宫本武藏,张良","哪吒,沈梦溪,蚩奼,赵云,少司缘"
赵云,宫本武藏,16,阵营1 胜利,"司空震,女娲,李信,宫本武藏,杨玉环","哪吒,沈梦溪,戈娅,赵云,苏烈"
赵云,宫本武藏,17,阵营1 胜利,"吕布,海月,蚩奼,宫本武藏,盾山","司空震,西施,元流之子(射手),赵云,廉颇"
赵云,宫本武藏,18,阵营2 胜利,"影,女娲,敖隐,赵云,朵莉亚","狂铁,王昭君,元流之子(射手),宫本武藏,刘邦"
赵云,宫本武藏,19,阵营1 胜利,"马超,甄姬,孙权,宫本武藏,大禹","老夫子,貂蝉,元流之子(射手),赵云,空空儿"
赵云,李白,1,阵营1 胜利,"达摩,女娲,元流之子(射手),赵云,刘邦","司空震,诸葛亮,蚩奼,李白,少司缘"
赵云,李白,2,阵营1 胜利,"哪吒,不知火舞,百里守约,李白,刘邦","元歌,杨玉环,蚩奼,赵云,苏烈"
赵云,李白,3,阵营2 胜利,"马超,女娲,元流之子(射手),赵云,大乔","司空震,嫦娥,公孙离,李白,张飞"
赵云,李白,4,阵营1 胜利,"蚩奼,西施,敖隐,李白,杨玉环","狂铁,嬴政,公孙离,赵云,张飞"
赵云,李白,5,阵营1 胜利,"元歌,沈梦溪,元流之子(射手),李白,少司缘","曹操,女娲,蚩奼,赵云,刘邦"
赵云,李白,6,阵营1 胜利,"蒙恬,沈梦溪,苍,李白,刘邦","狂铁,弈星,艾琳,赵云,盾山"
赵云,李白,7,阵营2 胜利,"铠,武则天,敖隐,李白,大禹","老夫子,嫦娥,蚩奼,赵云,钟馗"
赵云,李白,8,阵营1 胜利,"狂铁,嫦娥,元流之子(射手),赵云,苏烈","元流之子(坦克),不知火舞,戈娅,李白,廉颇"
赵云,李白,9,阵营1 胜利,"老夫子,弈星,公孙离,赵云,赵怀真","狂铁,高渐离,戈娅,李白,刘邦"
赵云,李白,10,阵营2 胜利,"司空震,嫦娥,狄仁杰,赵云,廉颇","亚瑟,大乔,戈娅,李白,盾山"
赵云,李白,11,阵营2 胜利,"达摩,西施,李信,赵云,刘邦","关羽,沈梦溪,元流之子(射手),李白,张飞"
赵云,李白,12,阵营2 胜利,"海诺,女娲,戈娅,赵云,刘邦","老夫子,诸葛亮,元流之子(射手),李白,鲁班大师"
赵云,李白,13,阵营1 胜利,"孙策,小乔,公孙离,李白,钟馗","蚩奼,沈梦溪,李信,赵云,大禹"
赵云,李白,14,阵营2 胜利,"狂铁,弈星,元流之子(射手),李白,少司缘","影,海月,蚩奼,赵云,刘邦"
赵云,李白,15,阵营1 胜利,"司空震,沈梦溪,艾琳,赵云,盾山","狂铁,小乔,孙权,李白,杨玉环"
赵云,李白,16,阵营2 胜利,"马超,沈梦溪,孙尚香,赵云,空空儿","曹操,不知火舞,敖隐,李白,张良"
赵云,李白,17,阵营2 胜利,"夏洛特,小乔,孙权,赵云,张飞","蚩奼,不知火舞,戈娅,李白,刘邦"
赵云,李白,18,阵营1 胜利,"影,女娲,敖隐,赵云,张飞","蚩奼,米莱狄,苍,李白,大禹"
赵云,李白,19,阵营2 胜利,"元歌,女娲,戈娅,李白,东皇太一","关羽,杨玉环,元流之子(射手),赵云,大禹"
赵云,司马懿,1,阵营2 胜利,"老夫子,墨子,戈娅,赵云,关羽","蒙恬,大乔,蚩奼,司马懿,桑启"
赵云,司马懿,2,阵营2 胜利,"司空震,嫦娥,蚩奼,赵云,张良","关羽,沈梦溪,孙权,司马懿,少司缘"
赵云,司马懿,3,阵营1 胜利,"哪吒,诸葛亮,百里守约,司马懿,大禹","关羽,沈梦溪,蚩奼,赵云,赵怀真"
赵云,司马懿,4,阵营2 胜利,"老夫子,上官婉儿,戈娅,赵云,元流之子(坦克)","哪吒,高渐离,蚩奼,司马懿,刘邦"
赵云,司马懿,5,阵营1 胜利,"元歌,海月,元流之子(射手),赵云,刘禅","曹操,诸葛亮,百里守约,司马懿,少司缘"
赵云,司马懿,6,阵营2 胜利,"杨戬,不知火舞,元流之子(射手),赵云,少司缘","狂铁,高渐离,艾琳,司马懿,盾山"
赵云,司马懿,7,阵营1 胜利,"元歌,貂蝉,敖隐,赵云,元流之子(辅助)","梦奇,小乔,鲁班七号,司马懿,盾山"
赵云,司马懿,8,阵营2 胜利,"达摩,上官婉儿,元流之子(射手),赵云,廉颇","狂铁,小乔,虞姬,司马懿,张飞"
赵云,司马懿,9,阵营1 胜利,"关羽,安琪拉,艾琳,司马懿,钟馗","刘邦,诸葛亮,元流之子(射手),赵云,苏烈"
赵云,司马懿,10,阵营1 胜利,"关羽,女娲,孙尚香,司马懿,鲁班大师","亚瑟,大乔,公孙离,赵云,张飞"
赵云,司马懿,11,阵营1 胜利,"姬小满,女娲,百里守约,赵云,元流之子(辅助)","蚩奼,大乔,元流之子(射手),司马懿,太乙真人"
赵云,司马懿,12,阵营1 胜利,"司空震,安琪拉,公孙离,司马懿,苏烈","关羽,沈梦溪,苍,赵云,张飞"
赵云,司马懿,13,阵营2 胜利,"曹操,武则天,蚩奼,司马懿,钟馗","哪吒,海月,元流之子(射手),赵云,大禹"
赵云,司马懿,14,阵营1 胜利,"司空震,武则天,公孙离,司马懿,苏烈","曹操,嫦娥,蚩奼,赵云,太乙真人"
赵云,司马懿,15,阵营1 胜利,"曹操,女娲,蚩奼,赵云,太乙真人","狂铁,沈梦溪,元流之子(射手),司马懿,苏烈"
赵云,司马懿,16,阵营2 胜利,,未集齐10人
赵云,司马懿,17,阵营2 胜利,"哪吒,女娲,苍,司马懿,张良","狂铁,沈梦溪,蚩奼,赵云,朵莉亚"
赵云,司马懿,18,阵营2 胜利,"哪吒,周瑜,蒙犽,司马懿,廉颇","狂铁,貂蝉,艾琳,赵云,太乙真人"
赵云,司马懿,19,阵营1 胜利,"夏洛特,甄姬,虞姬,司马懿,刘邦","狂铁,女娲,敖隐,赵云,元流之子(辅助)"
赵云,露娜,1,阵营2 胜利,"达摩,元流之子(法师),百里守约,赵云,刘邦","亚连,诸葛亮,蚩奼,露娜,鲁班大师"
赵云,露娜,2,阵营1 胜利,"花木兰,嫦娥,元流之子(射手),赵云,少司缘","哪吒,武则天,戈娅,露娜,空空儿"
赵云,露娜,3,阵营1 胜利,"元歌,上官婉儿,艾琳,赵云,盾山","哪吒,姜子牙,戈娅,露娜,刘邦"
赵云,露娜,4,阵营1 胜利,"司空震,嫦娥,敖隐,赵云,刘邦","哪吒,杨玉环,元流之子(射手),露娜,鲁班大师"
赵云,露娜,5,阵营1 胜利,"老夫子,小乔,孙权,露娜,张飞","吕布,西施,敖隐,赵云,大乔"
赵云,露娜,6,阵营2 胜利,"关羽,上官婉儿,司空震,赵云,少司缘","影,海诺,蚩奼,露娜,苏烈"
赵云,露娜,7,阵营1 胜利,"白起,沈梦溪,敖隐,露娜,张飞","芈月,不知火舞,元流之子(射手),赵云,空空儿"
赵云,露娜,8,阵营2 胜利,"孙悟空,杨玉环,元流之子(射手),露娜,钟馗","影,大乔,孙权,赵云,少司缘"
赵云,露娜,9,阵营2 胜利,"花木兰,大乔,元流之子(射手),赵云,刘禅","杨戬,沈梦溪,苍,露娜,少司缘"
赵云,露娜,10,阵营2 胜利,"司空震,大乔,戈娅,赵云,苏烈","哪吒,武则天,狄仁杰,露娜,元流之子(辅助)"
赵云,露娜,11,阵营2 胜利,"老夫子,武则天,狄仁杰,赵云,元流之子(辅助)","哪吒,不知火舞,李信,露娜,苏烈"
赵云,露娜,12,阵营2 胜利,"元歌,沈梦溪,元流之子(射手),赵云,盾山","曹操,小乔,公孙离,露娜,张飞"
赵云,露娜,13,阵营2 胜利,"达摩,杨玉环,艾琳,赵云,刘禅","元歌,小乔,蚩奼,露娜,张飞"
赵云,露娜,14,阵营1 胜利,"元歌,杨玉环,蒙犽,赵云,大禹","曹操,沈梦溪,蚩奼,露娜,廉颇"
赵云,露娜,15,阵营1 胜利,"影,姜子牙,苍,露娜,墨子","司空震,西施,孙权,赵云,刘邦"
赵云,露娜,16,阵营2 胜利,"马超,沈梦溪,李元芳,露娜,刘邦","白起,杨玉环,元流之子(射手),赵云,少司缘"
赵云,露娜,17,阵营1 胜利,"狂铁,小乔,百里守约,赵云,苏烈","夏洛特,女娲,戈娅,露娜,大禹"
赵云,露娜,18,阵营2 胜利,"哪吒,小乔,元流之子(射手),露娜,墨子","夏洛特,沈梦溪,苍,赵云,苏烈"
赵云,露娜,19,阵营2 胜利,"司空震,貂蝉,敖隐,露娜,张飞","亚连,小乔,孙权,赵云,苏烈"
赵云,韩信,1,阵营2 胜利,"关羽,沈梦溪,艾琳,韩信,盾山","姬小满,杨玉环,狄仁杰,赵云,元流之子(辅助)"
赵云,韩信,2,阵营2 胜利,"元歌,甄姬,元流之子(射手),赵云,少司缘","姬小满,嫦娥,狄仁杰,韩信,刘邦"
赵云,韩信,3,阵营2 胜利,"孙策,小乔,孙权,韩信,元流之子(坦克)","曹操,沈梦溪,元流之子(射手),赵云,盾山"
赵云,韩信,4,阵营1 胜利,"孙策,女娲,蚩奼,韩信,桑启","司空震,小乔,戈娅,赵云,刘邦"
赵云,韩信,5,阵营1 胜利,"老夫子,女娲,戈娅,韩信,赵怀真","影,海月,公孙离,赵云,大禹"
赵云,韩信,6,阵营2 胜利,"老夫子,干将莫邪,敖隐,赵云,张飞","夏洛特,大乔,艾琳,韩信,盾山"
赵云,韩信,7,阵营1 胜利,"孙策,扁鹊,公孙离,韩信,苏烈","夏洛特,沈梦溪,艾琳,赵云,桑启"
赵云,韩信,8,阵营2 胜利,"狂铁,武则天,后羿,韩信,少司缘","老夫子,诸葛亮,李信,赵云,大禹"
赵云,韩信,9,阵营2 胜利,"元歌,不知火舞,戈娅,韩信,刘邦","狂铁,沈梦溪,李信,赵云,廉颇"
赵云,韩信,10,阵营2 胜利,"蚩奼,诸葛亮,马可波罗,赵云,苏烈","哪吒,嫦娥,孙尚香,韩信,盾山"
赵云,韩信,11,阵营2 胜利,"司空震,貂蝉,戈娅,赵云,墨子","芈月,大乔,百里守约,韩信,刘邦"
赵云,韩信,12,阵营1 胜利,"司空震,海诺,艾琳,韩信,盾山","哪吒,不知火舞,蚩奼,赵云,张飞"
赵云,韩信,13,阵营2 胜利,"哪吒,沈梦溪,元流之子(射手),赵云,刘邦","司空震,嫦娥,戈娅,韩信,明世隐"
赵云,韩信,14,阵营1 胜利,"夏洛特,高渐离,孙权,赵云,钟馗","狂铁,嫦娥,虞姬,韩信,少司缘"
赵云,韩信,15,阵营1 胜利,"曹操,元流之子(法师),公孙离,韩信,大禹","元歌,姜子牙,蚩奼,赵云,苏烈"
赵云,韩信,16,阵营1 胜利,"蚩奼,甄姬,李信,韩信,刘邦","老夫子,女娲,孙权,赵云,少司缘"
赵云,韩信,17,阵营1 胜利,"关羽,沈梦溪,公孙离,韩信,大禹","影,小乔,蚩奼,赵云,刘邦"
赵云,韩信,18,阵营1 胜利,"影,大乔,蚩奼,赵云,刘邦","曹操,甄姬,元流之子(射手),韩信,墨子"
赵云,韩信,19,阵营2 胜利,"哪吒,大乔,孙权,韩信,张飞","司空震,周瑜,艾琳,赵云,杨玉环"
赵云,兰陵王,1,阵营2 胜利,"关羽,嫦娥,李信,兰陵王,大乔","马超,沈梦溪,百里守约,赵云,桑启"
赵云,兰陵王,2,阵营2 胜利,"元歌,沈梦溪,李信,赵云,少司缘","亚瑟,弈星,孙尚香,兰陵王,张飞"
赵云,兰陵王,3,阵营2 胜利,"影,沈梦溪,苍,兰陵王,太乙真人","蚩奼,诸葛亮,元流之子(射手),赵云,张飞"
赵云,兰陵王,4,阵营2 胜利,"达摩,沈梦溪,孙权,兰陵王,赵怀真","影,小乔,元流之子(射手),赵云,鲁班大师"
