廉颇,墨子,16,阵营2 胜利,"哪吒,弈星,元流之子(射手),赵怀真,廉颇","曹操,海诺,公孙离,云缨,墨子"
廉颇,墨子,17,阵营2 胜利,"狂铁,武则天,蚩奼,李元芳,墨子","哪吒,嫦娥,公孙离,铠,廉颇"
廉颇,墨子,18,阵营1 胜利,"影,嫦娥,戈娅,阿古朵,廉颇","白起,小乔,孙权,韩信,墨子"
廉颇,墨子,19,阵营1 胜利,"蒙恬,沈梦溪,元流之子(射手),裴擒虎,廉颇","马超,元流之子(法师),虞姬,赵云,墨子"
廉颇,庄周,1,阵营1 胜利,"夏洛特,干将莫邪,敖隐,司马懿,庄周","狂铁,诸葛亮,元流之子(射手),韩信,廉颇"
廉颇,庄周,2,阵营1 胜利,"关羽,诸葛亮,敖隐,马超,廉颇","姬小满,元流之子(法师),戈娅,云缨,庄周"
廉颇,庄周,3,阵营2 胜利,"元歌,海月,元流之子(射手),阿轲,庄周","关羽,甄姬,敖隐,露娜,廉颇"
廉颇,庄周,4,阵营1 胜利,"达摩,沈梦溪,蚩奼,马超,廉颇","关羽,嫦娥,戈娅,裴擒虎,庄周"
廉颇,庄周,5,阵营1 胜利,"关羽,沈梦溪,元流之子(射手),雅典娜,庄周","白起,上官婉儿,戈娅,娜可露露,廉颇"
廉颇,庄周,6,阵营1 胜利,"孙策,元流之子(法师),蚩奼,裴擒虎,廉颇","蒙恬,海诺,戈娅,孙悟空,庄周"
廉颇,庄周,7,阵营1 胜利,"芈月,司马懿,公孙离,孙悟空,庄周","亚瑟,小乔,敖隐,镜,廉颇"
廉颇,庄周,8,阵营2 胜利,"关羽,不知火舞,元流之子(射手),孙悟空,庄周","元歌,西施,伽罗,曜,廉颇"
廉颇,庄周,9,阵营2 胜利,"夏洛特,海诺,敖隐,阿古朵,庄周","曹操,安琪拉,元流之子(射手),曜,廉颇"
廉颇,庄周,10,阵营2 胜利,"曹操,西施,苍,铠,廉颇","花木兰,沈梦溪,元流之子(射手),裴擒虎,庄周"
廉颇,庄周,11,阵营1 胜利,"元歌,不知火舞,蚩奼,镜,庄周","影,海诺,孙权,司马懿,廉颇"
廉颇,庄周,12,阵营2 胜利,"哪吒,诸葛亮,元流之子(射手),铠,庄周","老夫子,海诺,蚩奼,露娜,廉颇"
廉颇,庄周,13,阵营2 胜利,"司空震,武则天,苍,韩信,廉颇","猪八戒,周瑜,蚩奼,诸葛亮,庄周"
廉颇,庄周,14,阵营1 胜利,"司空震,女娲,后羿,云中君,廉颇","白起,沈梦溪,蚩奼,阿古朵,庄周"
廉颇,庄周,15,阵营2 胜利,"狂铁,海诺,元流之子(射手),裴擒虎,庄周","元歌,诸葛亮,莱西奥,赵云,廉颇"
廉颇,庄周,16,阵营1 胜利,"兰陵王,女娲,敖隐,诸葛亮,廉颇","元歌,王昭君,元流之子(射手),典韦,庄周"
廉颇,庄周,17,阵营2 胜利,"吕布,小乔,敖隐,大司命,廉颇","狂铁,嫦娥,后羿,暃,庄周"
廉颇,庄周,18,阵营2 胜利,"司空震,嫦娥,蚩奼,云缨,廉颇","马超,海月,李信,孙悟空,庄周"
廉颇,庄周,19,阵营2 胜利,"狂铁,小乔,戈娅,百里玄策,廉颇","蒙恬,上官婉儿,元流之子(射手),韩信,庄周"
廉颇,刘禅,1,阵营1 胜利,"白起,海诺,蚩奼,镜,廉颇","老夫子,甄姬,戈娅,铠,刘禅"
廉颇,刘禅,2,阵营1 胜利,"梦奇,诸葛亮,敖隐,刘备,廉颇","曹操,元流之子(法师),公孙离,曜,刘禅"
廉颇,刘禅,3,阵营1 胜利,"曹操,女娲,敖隐,芈月,廉颇","哪吒,沈梦溪,元流之子(射手),李元芳,刘禅"
廉颇,刘禅,4,阵营1 胜利,"蚩奼,海诺,公孙离,盘古,刘禅","哪吒,高渐离,元流之子(射手),韩信,廉颇"
廉颇,刘禅,5,阵营2 胜利,"影,女娲,公孙离,李白,廉颇","曹操,不知火舞,元流之子(射手),哪吒,刘禅"
廉颇,刘禅,6,阵营2 胜利,"老夫子,甄姬,敖隐,露娜,刘禅","影,女娲,元流之子(射手),猪八戒,廉颇"
廉颇,刘禅,7,阵营1 胜利,"蚩奼,不知火舞,虞姬,哪吒,廉颇","赵怀真,弈星,元流之子(射手),镜,刘禅"
廉颇,刘禅,8,阵营2 胜利,"曹操,不知火舞,敖隐,阿古朵,刘禅","影,安琪拉,李元芳,裴擒虎,廉颇"
廉颇,刘禅,9,阵营1 胜利,"老夫子,西施,虞姬,赵云,刘禅","影,沈梦溪,艾琳,李白,廉颇"
廉颇,刘禅,10,阵营1 胜利,"蚩奼,安琪拉,公孙离,马超,刘禅","夏洛特,女娲,孙权,暃,廉颇"
廉颇,刘禅,11,阵营1 胜利,"影,沈梦溪,元流之子(射手),阿古朵,廉颇","白起,甄姬,后羿,曜,刘禅"
廉颇,刘禅,12,阵营1 胜利,"元歌,小乔,狄仁杰,阿古朵,廉颇","影,甄姬,百里守约,宫本武藏,刘禅"
廉颇,刘禅,13,阵营1 胜利,"司空震,女娲,百里守约,橘右京,刘禅","狂铁,不知火舞,元流之子(射手),百里玄策,廉颇"
廉颇,刘禅,14,阵营2 胜利,"曹操,姜子牙,虞姬,韩信,刘禅","吕布,高渐离,艾琳,蚩奼,廉颇"
廉颇,刘禅,15,阵营1 胜利,"花木兰,女娲,公孙离,韩信,刘禅","老夫子,海诺,鲁班七号,铠,廉颇"
廉颇,刘禅,16,阵营1 胜利,"刘邦,甄姬,敖隐,哪吒,廉颇","夏洛特,弈星,元流之子(射手),娜可露露,刘禅"
廉颇,刘禅,17,阵营1 胜利,"马超,小乔,元流之子(射手),雅典娜,刘禅","嫦娥,不知火舞,司空震,镜,廉颇"
廉颇,刘禅,18,阵营2 胜利,"蒙恬,嫦娥,元流之子(射手),镜,刘禅","蚩奼,女娲,公孙离,曜,廉颇"
廉颇,刘禅,19,阵营2 胜利,"蒙恬,海诺,李信,杨戬,刘禅","花木兰,安琪拉,苍,大司命,廉颇"
廉颇,孙膑,1,阵营1 胜利,"孙策,杨玉环,蒙犽,裴擒虎,孙膑","曹操,墨子,戈娅,暃,廉颇"
廉颇,孙膑,2,阵营2 胜利,"哪吒,杨玉环,扁鹊,阿古朵,孙膑","影,不知火舞,元流之子(射手),孙悟空,廉颇"
廉颇,孙膑,3,阵营1 胜利,"马超,大乔,戈娅,宫本武藏,孙膑","司空震,海诺,蚩奼,大司命,廉颇"
廉颇,孙膑,4,阵营1 胜利,"哪吒,嫦娥,元流之子(射手),马超,廉颇","老夫子,杨玉环,戈娅,宫本武藏,孙膑"
廉颇,孙膑,5,阵营2 胜利,"元歌,甄姬,李信,云缨,廉颇","狂铁,沈梦溪,戈娅,裴擒虎,孙膑"
廉颇,孙膑,6,阵营2 胜利,"吕布,甄姬,元流之子(射手),裴擒虎,廉颇","司空震,嫦娥,梦奇,百里玄策,孙膑"
廉颇,孙膑,7,阵营1 胜利,"蒙恬,王昭君,敖隐,李白,廉颇","大司命,沈梦溪,蚩奼,裴擒虎,孙膑"
廉颇,孙膑,8,阵营2 胜利,"司空震,嫦娥,蚩奼,盘古,孙膑","关羽,沈梦溪,元流之子(射手),百里玄策,廉颇"
廉颇,孙膑,9,阵营1 胜利,"盘古,海月,戈娅,镜,廉颇","蚩奼,上官婉儿,元流之子(射手),孙悟空,孙膑"
廉颇,孙膑,10,阵营1 胜利,"曹操,海诺,敖隐,宫本武藏,孙膑","姬小满,女娲,百里守约,李白,廉颇"
廉颇,孙膑,11,阵营1 胜利,"狂铁,海月,蚩奼,韩信,廉颇","马超,小乔,戈娅,阿古朵,孙膑"
廉颇,孙膑,12,阵营2 胜利,"夏洛特,海月,艾琳,马超,孙膑","狂铁,女娲,蚩奼,猪八戒,廉颇"
廉颇,孙膑,13,阵营2 胜利,"狂铁,大乔,苍,韩信,廉颇","夏洛特,武则天,元流之子(射手),马超,孙膑"
廉颇,孙膑,14,阵营2 胜利,"元歌,元流之子(法师),蚩奼,镜,孙膑","老夫子,姜子牙,虞姬,百里玄策,廉颇"
廉颇,孙膑,15,阵营1 胜利,"兰陵王,貂蝉,戈娅,曜,廉颇","白起,海诺,元流之子(射手),韩信,孙膑"
廉颇,孙膑,16,阵营1 胜利,"狂铁,嫦娥,戈娅,阿古朵,孙膑","达摩,女娲,元流之子(射手),澜,廉颇"
廉颇,孙膑,17,阵营2 胜利,"孙策,大乔,戈娅,韩信,廉颇","影,不知火舞,元流之子(射手),大司命,孙膑"
廉颇,孙膑,18,阵营1 胜利,"元歌,嫦娥,孙尚香,阿古朵,孙膑","司空震,诸葛亮,戈娅,百里玄策,廉颇"
廉颇,孙膑,19,阵营2 胜利,"元流之子(坦克),大乔,孙尚香,影,孙膑","夏洛特,沈梦溪,元流之子(射手),司马懿,廉颇"
廉颇,项羽,1,阵营2 胜利,"马超,不知火舞,元流之子(射手),韩信,项羽","司空震,杨玉环,戈娅,裴擒虎,廉颇"
廉颇,项羽,2,阵营1 胜利,"芈月,上官婉儿,戈娅,云中君,项羽","关羽,不知火舞,蚩奼,李白,廉颇"
廉颇,项羽,3,阵营2 胜利,"蒙恬,甄姬,李元芳,孙悟空,廉颇","哪吒,沈梦溪,元流之子(射手),裴擒虎,项羽"
廉颇,项羽,4,阵营1 胜利,"元歌,妲己,公孙离,雅典娜,项羽","亚连,海月,元流之子(射手),大司命,廉颇"
廉颇,项羽,5,阵营2 胜利,"老夫子,海月,敖隐,云缨,廉颇","影,西施,李信,李白,项羽"
廉颇,项羽,6,阵营1 胜利,"曹操,周瑜,戈娅,阿古朵,廉颇","影,嫦娥,元流之子(射手),典韦,项羽"
廉颇,项羽,7,阵营1 胜利,"亚瑟,诸葛亮,公孙离,马超,廉颇","曹操,安琪拉,蚩奼,梦奇,项羽"
廉颇,项羽,8,阵营1 胜利,"哪吒,沈梦溪,元流之子(射手),阿轲,项羽","老夫子,大乔,戈娅,百里玄策,廉颇"
廉颇,项羽,9,阵营1 胜利,"影,大乔,蚩奼,云缨,项羽","花木兰,海月,元流之子(射手),裴擒虎,廉颇"
廉颇,项羽,10,阵营1 胜利,"司空震,安琪拉,蚩奼,马超,项羽","钟无艳,海诺,李信,云缨,廉颇"
廉颇,项羽,11,阵营1 胜利,"赵怀真,元流之子(法师),孙权,孙悟空,廉颇","杨戬,嫦娥,戈娅,赵云,项羽"
廉颇,项羽,12,阵营2 胜利,"芈月,不知火舞,孙尚香,裴擒虎,廉颇","司空震,金蝉,苍,镜,项羽"
廉颇,项羽,13,阵营2 胜利,"元歌,甄姬,孙权,橘右京,项羽","刘邦,嫦娥,戈娅,梦奇,廉颇"
廉颇,项羽,14,阵营2 胜利,"曹操,杨玉环,公孙离,云缨,项羽","影,嫦娥,李信,阿轲,廉颇"
廉颇,项羽,15,阵营2 胜利,"哪吒,西施,元流之子(射手),猪八戒,廉颇","芈月,海诺,百里守约,李元芳,项羽"
廉颇,项羽,16,阵营1 胜利,"影,姜子牙,后羿,阿古朵,项羽","曹操,不知火舞,百里守约,阿轲,廉颇"
廉颇,项羽,17,阵营2 胜利,"赵怀真,女娲,后羿,镜,项羽","曹操,干将莫邪,戈娅,孙悟空,廉颇"
廉颇,项羽,18,阵营1 胜利,"关羽,貂蝉,戈娅,韩信,项羽","哪吒,不知火舞,后羿,澜,廉颇"
廉颇,项羽,19,阵营2 胜利,"狂铁,貂蝉,戈娅,百里玄策,项羽","哪吒,西施,元流之子(射手),韩信,廉颇"
廉颇,刘邦,1,阵营1 胜利,"司空震,元流之子(法师),公孙离,镜,刘邦","蚩奼,高渐离,元流之子(射手),马超,廉颇"
廉颇,刘邦,2,阵营1 胜利,"狂铁,女娲,元流之子(射手),云中君,廉颇","达摩,诸葛亮,苍,百里玄策,刘邦"
廉颇,刘邦,3,阵营2 胜利,"曹操,沈梦溪,元流之子(射手),阿古朵,刘邦","夏洛特,武则天,李信,裴擒虎,廉颇"
廉颇,刘邦,4,阵营1 胜利,"狂铁,米莱狄,公孙离,司马懿,刘邦","司空震,貂蝉,蚩奼,曜,廉颇"
廉颇,刘邦,5,阵营1 胜利,"影,王昭君,孙权,元流之子(刺客),刘邦","老夫子,嫦娥,元流之子(射手),镜,廉颇"
廉颇,刘邦,6,阵营1 胜利,"马超,西施,戈娅,大司命,刘邦","蚩奼,安琪拉,虞姬,橘右京,廉颇"
廉颇,刘邦,7,阵营1 胜利,"赵怀真,甄姬,李信,云缨,刘邦","亚瑟,大乔,蚩奼,韩信,廉颇"
廉颇,刘邦,8,阵营1 胜利,"蚩奼,海诺,公孙离,阿古朵,刘邦","姬小满,大乔,元流之子(射手),杨戬,廉颇"
廉颇,刘邦,9,阵营2 胜利,"哪吒,貂蝉,李信,诸葛亮,廉颇","公孙离,曹操,大乔,马超,刘邦"
廉颇,刘邦,10,阵营1 胜利,"孙策,诸葛亮,鲁班七号,镜,刘邦","关羽,西施,狄仁杰,孙悟空,廉颇"
廉颇,刘邦,11,阵营1 胜利,"白起,米莱狄,公孙离,赵云,刘邦","哪吒,安琪拉,元流之子(射手),韩信,廉颇"
廉颇,刘邦,12,阵营2 胜利,"蒙恬,沈梦溪,蚩奼,杨戬,刘邦","白起,嫦娥,元流之子(射手),露娜,廉颇"
廉颇,刘邦,13,阵营1 胜利,"哪吒,妲己,黄忠,马超,刘邦","老夫子,小乔,蚩奼,裴擒虎,廉颇"
廉颇,刘邦,14,阵营1 胜利,"蚩奼,不知火舞,戈娅,马超,刘邦","狂铁,姜子牙,后羿,橘右京,廉颇"
廉颇,刘邦,15,阵营1 胜利,"曹操,安琪拉,公孙离,裴擒虎,刘邦","蒙恬,西施,元流之子(射手),大司命,廉颇"
廉颇,刘邦,16,阵营1 胜利,"元歌,干将莫邪,戈娅,云缨,廉颇","曹操,嬴政,元流之子(射手),铠,刘邦"
廉颇,刘邦,17,阵营2 胜利,"关羽,杨玉环,元流之子(射手),露娜,廉颇","司空震,女娲,艾琳,阿古朵,刘邦"
廉颇,刘邦,18,阵营1 胜利,"马超,小乔,狄仁杰,曜,廉颇","狂铁,张良,元流之子(射手),宫本武藏,刘邦"
廉颇,刘邦,19,阵营1 胜利,"哪吒,女娲,蚩奼,赵云,廉颇","钟无艳,大乔,公孙离,百里玄策,刘邦"
廉颇,张良,1,阵营2 胜利,"猪八戒,沈梦溪,元流之子(射手),韩信,张良","兰陵王,弈星,戈娅,裴擒虎,廉颇"
廉颇,张良,2,阵营1 胜利,"马超,小乔,马可波罗,娜可露露,张良","司空震,西施,公孙离,百里玄策,廉颇"
廉颇,张良,3,阵营2 胜利,"元歌,诸葛亮,公孙离,露娜,张良","芈月,貂蝉,苍,典韦,廉颇"
廉颇,张良,4,阵营2 胜利,"司空震,弈星,艾琳,暃,廉颇","花木兰,金蝉,戈娅,元流之子(刺客),张良"
廉颇,张良,5,阵营2 胜利,"影,海月,蚩奼,大司命,廉颇","司空震,女娲,狄仁杰,裴擒虎,张良"
廉颇,张良,6,阵营1 胜利,"影,沈梦溪,蚩奼,露娜,张良","马超,不知火舞,李信,韩信,廉颇"
廉颇,张良,7,阵营1 胜利,"芈月,女娲,敖隐,澜,廉颇","海诺,小乔,元流之子(射手),司马懿,张良"
廉颇,张良,8,阵营2 胜利,"曹操,诸葛亮,蚩奼,马超,廉颇","貂蝉,小乔,公孙离,镜,张良"
廉颇,张良,9,阵营2 胜利,"哪吒,海月,孙权,马超,张良","司空震,嫦娥,后羿,镜,廉颇"
廉颇,张良,10,阵营1 胜利,"元歌,扁鹊,孙权,刘备,廉颇","马超,米莱狄,元流之子(射手),裴擒虎,张良"
廉颇,张良,11,阵营1 胜利,"姬小满,周瑜,元流之子(射手),韩信,廉颇","关羽,沈梦溪,百里守约,澜,张良"
廉颇,张良,12,阵营2 胜利,"芈月,杨玉环,李信,云缨,廉颇","哪吒,沈梦溪,戈娅,镜,张良"
廉颇,张良,13,阵营2 胜利,"夏洛特,诸葛亮,虞姬,裴擒虎,张良","姬小满,武则天,蚩奼,暃,廉颇"
廉颇,张良,14,阵营2 胜利,"兰陵王,女娲,戈娅,马超,廉颇","司空震,嫦娥,蚩奼,镜,张良"
廉颇,张良,15,阵营2 胜利,"吕布,干将莫邪,敖隐,梦奇,张良","老夫子,女娲,李信,宫本武藏,廉颇"
廉颇,张良,16,阵营2 胜利,"老夫子,不知火舞,后羿,马超,廉颇","盘古,貂蝉,虞姬,雅典娜,张良"
廉颇,张良,17,阵营2 胜利,"关羽,不知火舞,元流之子(射手),杨戬,廉颇","元歌,诸葛亮,虞姬,猪八戒,张良"
廉颇,张良,18,阵营1 胜利,"关羽,嫦娥,艾琳,马超,廉颇","老夫子,小乔,元流之子(射手),百里玄策,张良"
廉颇,张良,19,阵营2 胜利,"元歌,沈梦溪,百里守约,镜,张良","花木兰,干将莫邪,李信,云中君,廉颇"
廉颇,朵莉亚,1,阵营1 胜利,"夏洛特,女娲,元流之子(射手),阿古朵,朵莉亚","关羽,小乔,公孙离,元流之子(刺客),廉颇"
廉颇,朵莉亚,2,阵营1 胜利,"影,嫦娥,公孙离,铠,朵莉亚","狂铁,甄姬,后羿,诸葛亮,廉颇"
廉颇,朵莉亚,3,阵营2 胜利,"蚩奼,女娲,虞姬,镜,朵莉亚","哪吒,诸葛亮,孙权,孙悟空,廉颇"
廉颇,朵莉亚,4,阵营2 胜利,"马超,上官婉儿,公孙离,铠,朵莉亚","哪吒,不知火舞,戈娅,暃,廉颇"
廉颇,朵莉亚,5,阵营1 胜利,"司空震,杨玉环,元流之子(射手),韩信,朵莉亚","达摩,嫦娥,孙权,镜,廉颇"
廉颇,朵莉亚,6,阵营1 胜利,"元歌,姜子牙,戈娅,元流之子(刺客),朵莉亚","花木兰,诸葛亮,蚩奼,镜,廉颇"
廉颇,朵莉亚,7,阵营1 胜利,"钟无艳,大乔,李信,影,廉颇","赵怀真,小乔,元流之子(射手),铠,朵莉亚"
廉颇,朵莉亚,8,阵营2 胜利,"孙策,沈梦溪,戈娅,暃,廉颇","兰陵王,安琪拉,苍,镜,朵莉亚"
廉颇,朵莉亚,9,阵营2 胜利,"项羽,海月,戈娅,赵云,朵莉亚","元歌,沈梦溪,孙权,典韦,廉颇"
廉颇,朵莉亚,10,阵营1 胜利,"司空震,上官婉儿,后羿,李白,朵莉亚","曹操,小乔,元流之子(射手),赵云,廉颇"
廉颇,朵莉亚,11,阵营2 胜利,"狂铁,诸葛亮,戈娅,李元芳,廉颇","曹操,上官婉儿,孙尚香,娜可露露,朵莉亚"
廉颇,朵莉亚,12,阵营1 胜利,"曹操,武则天,李信,元流之子(坦克),朵莉亚","元歌,杨玉环,戈娅,宫本武藏,廉颇"
廉颇,朵莉亚,13,阵营2 胜利,"杨戬,嫦娥,元流之子(射手),云缨,朵莉亚","司空震,不知火舞,孙权,孙悟空,廉颇"
廉颇,朵莉亚,14,阵营2 胜利,"老夫子,米莱狄,公孙离,娜可露露,廉颇","姬小满,不知火舞,后羿,暃,朵莉亚"
廉颇,朵莉亚,15,阵营2 胜利,"影,大乔,蚩奼,云缨,朵莉亚","司空震,嫦娥,虞姬,镜,廉颇"
廉颇,朵莉亚,16,阵营2 胜利,"关羽,沈梦溪,孙权,镜,朵莉亚","哪吒,女娲,虞姬,裴擒虎,廉颇"
廉颇,朵莉亚,17,阵营1 胜利,"钟无艳,大乔,苍,铠,朵莉亚","司空震,甄姬,戈娅,裴擒虎,廉颇"
廉颇,朵莉亚,18,阵营1 胜利,"哪吒,嫦娥,公孙离,百里玄策,廉颇","司空震,女娲,戈娅,云缨,朵莉亚"
廉颇,朵莉亚,19,阵营2 胜利,"关羽,沈梦溪,孙权,孙悟空,廉颇","孙策,小乔,元流之子(射手),暃,朵莉亚"
廉颇,牛魔,1,阵营1 胜利,"哪吒,嫦娥,莱西奥,司马懿,牛魔","亚瑟,海月,元流之子(射手),裴擒虎,廉颇"
廉颇,牛魔,2,阵营2 胜利,"元歌,上官婉儿,敖隐,云缨,牛魔","大乔,元流之子(射手),哪吒,镜,廉颇"
廉颇,牛魔,3,阵营1 胜利,"关羽,干将莫邪,苍,裴擒虎,牛魔","马超,武则天,孙权,宫本武藏,廉颇"
廉颇,牛魔,4,阵营2 胜利,"亚连,甄姬,戈娅,裴擒虎,牛魔","老夫子,诸葛亮,元流之子(射手),影,廉颇"
廉颇,牛魔,5,阵营1 胜利,"哪吒,嬴政,苍,马超,牛魔","钟无艳,不知火舞,敖隐,露娜,廉颇"
廉颇,牛魔,6,阵营1 胜利,"蚩奼,诸葛亮,莱西奥,镜,牛魔","司空震,小乔,戈娅,裴擒虎,廉颇"
廉颇,牛魔,7,阵营2 胜利,"蒙恬,大乔,狄仁杰,裴擒虎,廉颇","司空震,不知火舞,戈娅,橘右京,牛魔"
廉颇,牛魔,8,阵营2 胜利,"影,诸葛亮,李信,娜可露露,牛魔","元歌,沈梦溪,蒙犽,云缨,廉颇"
廉颇,牛魔,9,阵营2 胜利,"曹操,女娲,敖隐,宫本武藏,廉颇","影,诸葛亮,狄仁杰,韩信,牛魔"
廉颇,牛魔,10,阵营2 胜利,"夏洛特,不知火舞,艾琳,元流之子(刺客),牛魔","老夫子,周瑜,蚩奼,橘右京,廉颇"
廉颇,牛魔,11,阵营2 胜利,"曹操,西施,敖隐,韩信,牛魔","白起,不知火舞,百里守约,云缨,廉颇"
廉颇,牛魔,12,阵营2 胜利,"司空震,武则天,孙尚香,孙悟空,廉颇","曹操,沈梦溪,老夫子,裴擒虎,牛魔"
廉颇,牛魔,13,阵营1 胜利,"达摩,墨子,后羿,哪吒,牛魔","影,姜子牙,元流之子(射手),典韦,廉颇"
廉颇,牛魔,14,阵营2 胜利,"孙策,海月,鲁班七号,宫本武藏,牛魔","曹操,沈梦溪,元流之子(射手),暃,廉颇"
廉颇,牛魔,15,阵营1 胜利,"狂铁,武则天,公孙离,裴擒虎,牛魔","花木兰,元流之子(法师),蚩奼,孙悟空,廉颇"
廉颇,牛魔,16,阵营2 胜利,"项羽,貂蝉,戈娅,元流之子(刺客),牛魔","影,上官婉儿,公孙离,宫本武藏,廉颇"
廉颇,牛魔,17,阵营1 胜利,"元歌,女娲,公孙离,盘古,廉颇","白起,沈梦溪,司空震,裴擒虎,牛魔"
廉颇,牛魔,18,阵营1 胜利,"老夫子,嫦娥,元流之子(射手),铠,廉颇","姬小满,上官婉儿,蚩奼,裴擒虎,牛魔"
廉颇,牛魔,19,阵营2 胜利,"曹操,武则天,老夫子,曜,廉颇","哪吒,沈梦溪,戈娅,诸葛亮,牛魔"
廉颇,张飞,1,阵营2 胜利,"项羽,海诺,蚩奼,橘右京,张飞","兰陵王,米莱狄,后羿,铠,廉颇"
廉颇,张飞,2,阵营2 胜利,"曹操,嫦娥,苍,诸葛亮,张飞","影,小乔,公孙离,元流之子(刺客),廉颇"
廉颇,张飞,3,阵营2 胜利,"孙策,不知火舞,戈娅,裴擒虎,张飞","马超,沈梦溪,公孙离,镜,廉颇"
廉颇,张飞,4,阵营2 胜利,"元歌,安琪拉,元流之子(射手),橘右京,廉颇","关羽,大乔,苍,韩信,张飞"
廉颇,张飞,5,阵营2 胜利,"白起,杨玉环,蚩奼,露娜,张飞","夏洛特,王昭君,孙权,韩信,廉颇"
廉颇,张飞,6,阵营2 胜利,"芈月,武则天,蚩奼,阿古朵,廉颇","蒙恬,海诺,元流之子(射手),曜,张飞"
廉颇,张飞,7,阵营2 胜利,"马超,大乔,狄仁杰,阿古朵,廉颇","哪吒,女娲,蚩奼,诸葛亮,张飞"
廉颇,张飞,8,阵营1 胜利,"影,西施,戈娅,裴擒虎,廉颇","关羽,沈梦溪,公孙离,马超,张飞"
廉颇,张飞,9,阵营1 胜利,"元歌,张良,公孙离,裴擒虎,张飞","关羽,海诺,元流之子(射手),镜,廉颇"
廉颇,张飞,10,阵营1 胜利,"达摩,西施,艾琳,铠,廉颇","亚连,上官婉儿,戈娅,娜可露露,张飞"
廉颇,张飞,11,阵营1 胜利,"孙策,嫦娥,敖隐,阿古朵,廉颇","曹操,弈星,元流之子(射手),诸葛亮,张飞"
廉颇,张飞,12,阵营1 胜利,"影,海诺,虞姬,裴擒虎,张飞","哪吒,弈星,孙尚香,马超,廉颇"
廉颇,张飞,13,阵营1 胜利,"司空震,元流之子(法师),马可波罗,裴擒虎,张飞","芈月,海诺,元流之子(射手),赵云,廉颇"
廉颇,张飞,14,阵营2 胜利,"马超,姜子牙,孙权,裴擒虎,张飞","曹操,不知火舞,苍,刘备,廉颇"
廉颇,张飞,15,阵营2 胜利,"影,甄姬,苍,李白,廉颇","元歌,沈梦溪,元流之子(射手),曜,张飞"
廉颇,张飞,16,阵营1 胜利,"曹操,女娲,李元芳,韩信,廉颇","蒙恬,沈梦溪,元流之子(射手),镜,张飞"
廉颇,张飞,17,阵营2 胜利,"狂铁,貂蝉,元流之子(射手),阿轲,张飞","老夫子,小乔,狄仁杰,影,廉颇"
廉颇,张飞,18,阵营1 胜利,"赵怀真,海月,公孙离,韩信,张飞","白起,不知火舞,蚩奼,阿古朵,廉颇"
廉颇,张飞,19,阵营2 胜利,"蚩奼,甄姬,孙权,百里玄策,廉颇","狂铁,海诺,元流之子(射手),裴擒虎,张飞"
廉颇,钟馗,1,阵营2 胜利,"芈月,女娲,后羿,暃,钟馗","影,干将莫邪,鲁班七号,曜,廉颇"
廉颇,钟馗,2,阵营1 胜利,"元歌,沈梦溪,莱西奥,露娜,钟馗","夏洛特,海诺,元流之子(射手),李白,廉颇"
廉颇,钟馗,3,阵营1 胜利,"夏侯惇,嫦娥,蚩奼,露娜,钟馗","元歌,不知火舞,李信,杨戬,廉颇"
