英雄A(阵营1),英雄B(阵营2),对局序号,单局胜负摘要,蓝方阵容(5人),红方阵容(5人)
小乔,周瑜,18,阵营2 胜利,"吕布,小乔,蚩奼,哪吒,墨子","亚连,周瑜,苍,阿古朵,苏烈"
小乔,周瑜,19,阵营1 胜利,"元歌,小乔,戈娅,赵云,苏烈","白起,周瑜,元流之子(射手),暃,太乙真人"
小乔,甄姬,1,阵营2 胜利,"老夫子,小乔,百里守约,韩信,鲁班大师","花木兰,甄姬,孙尚香,诸葛亮,刘邦"
小乔,甄姬,2,阵营2 胜利,"曹操,甄姬,敖隐,云缨,钟馗","元歌,小乔,虞姬,司马懿,墨子"
小乔,甄姬,3,阵营2 胜利,"关羽,小乔,戈娅,司马懿,少司缘","狂铁,甄姬,元流之子(射手),镜,墨子"
小乔,甄姬,4,阵营1 胜利,"达摩,甄姬,元流之子(射手),裴擒虎,张飞","司空震,小乔,戈娅,马超,元流之子(坦克)"
小乔,甄姬,5,阵营2 胜利,"狂铁,小乔,敖隐,宫本武藏,廉颇","赵怀真,甄姬,苍,韩信,大乔"
小乔,甄姬,6,阵营2 胜利,"貂蝉,甄姬,孙权,典韦,苏烈","马超,小乔,李元芳,铠,钟馗"
小乔,甄姬,7,阵营2 胜利,"曹操,甄姬,元流之子(射手),裴擒虎,张飞","蒙恬,小乔,公孙离,诸葛亮,太乙真人"
小乔,甄姬,8,阵营1 胜利,"马超,小乔,元流之子(射手),裴擒虎,廉颇","蚩奼,甄姬,后羿,孙悟空,元流之子(辅助)"
小乔,甄姬,9,阵营2 胜利,"影,甄姬,公孙离,马超,大禹","孙悟空,小乔,艾琳,橘右京,苏烈"
小乔,甄姬,10,阵营2 胜利,"马超,小乔,敖隐,暃,钟馗","曹操,甄姬,孙尚香,橘右京,盾山"
小乔,甄姬,11,阵营1 胜利,"哪吒,小乔,戈娅,马超,姜子牙","关羽,甄姬,李信,宫本武藏,张飞"
小乔,甄姬,12,阵营2 胜利,"司空震,小乔,孙权,影,张飞","元歌,甄姬,元流之子(射手),铠,大乔"
小乔,甄姬,13,阵营2 胜利,"关羽,小乔,艾琳,杨戬,大禹","达摩,甄姬,元流之子(射手),宫本武藏,桑启"
小乔,甄姬,14,阵营1 胜利,"夏洛特,小乔,蚩奼,暃,刘邦","蒙恬,甄姬,老夫子,哪吒,大乔"
小乔,甄姬,15,阵营2 胜利,"夏洛特,小乔,元流之子(射手),镜,张飞","花木兰,甄姬,戈娅,澜,蔡文姬"
小乔,甄姬,16,阵营1 胜利,"曹操,小乔,戈娅,阿古朵,少司缘","猪八戒,甄姬,苍,澜,刘邦"
小乔,甄姬,17,阵营1 胜利,"白起,小乔,元流之子(射手),橘右京,苏烈","夏洛特,甄姬,戈娅,赵云,张飞"
小乔,甄姬,18,阵营1 胜利,"老夫子,甄姬,元流之子(射手),赵云,大乔","夏洛特,小乔,戈娅,暃,少司缘"
小乔,甄姬,19,阵营2 胜利,"夏洛特,甄姬,虞姬,裴擒虎,张飞","杨戬,小乔,蚩奼,马超,刘禅"
小乔,武则天,1,阵营2 胜利,"哪吒,武则天,敖隐,暃,刘邦","猪八戒,小乔,后羿,大司命,元流之子(辅助)"
小乔,武则天,2,阵营1 胜利,"关羽,小乔,敖隐,阿古朵,刘邦","司空震,武则天,元流之子(射手),典韦,大乔"
小乔,武则天,3,阵营2 胜利,"夏洛特,武则天,元流之子(射手),暃,大禹","影,小乔,公孙离,曹操,张飞"
小乔,武则天,4,阵营1 胜利,"老夫子,武则天,元流之子(射手),百里玄策,赵怀真","狂铁,小乔,戈娅,元流之子(刺客),大禹"
小乔,武则天,5,阵营2 胜利,"花木兰,武则天,孙权,云缨,太乙真人","狂铁,小乔,元流之子(射手),夏洛特,杨玉环"
小乔,武则天,6,阵营2 胜利,"姬小满,小乔,敖隐,诸葛亮,盾山","孙策,武则天,李信,娜可露露,张良"
小乔,武则天,7,阵营2 胜利,"老夫子,小乔,元流之子(射手),百里玄策,刘邦","哪吒,武则天,百里守约,典韦,孙膑"
小乔,武则天,8,阵营2 胜利,"亚瑟,小乔,敖隐,百里玄策,苏烈","蒙恬,武则天,公孙离,宫本武藏,大禹"
小乔,武则天,9,阵营1 胜利,"元歌,武则天,孙权,铠,张飞","蚩奼,小乔,艾琳,阿古朵,盾山"
小乔,武则天,10,阵营1 胜利,"老夫子,小乔,敖隐,澜,桑启","狂铁,武则天,公孙离,李元芳,大禹"
小乔,武则天,11,阵营1 胜利,"老夫子,武则天,元流之子(射手),马超,张良","蒙恬,小乔,蚩奼,镜,桑启"
小乔,武则天,12,阵营1 胜利,"狂铁,武则天,孙权,马超,杨玉环","元歌,小乔,李信,孙悟空,盾山"
小乔,武则天,13,阵营1 胜利,"狂铁,武则天,狄仁杰,阿古朵,大禹","亚连,小乔,戈娅,韩信,桑启"
小乔,武则天,14,阵营2 胜利,"哪吒,武则天,百里守约,裴擒虎,桑启","花木兰,小乔,苍,韩信,刘邦"
小乔,武则天,15,阵营1 胜利,"元歌,小乔,敖隐,马超,少司缘","夏洛特,武则天,虞姬,孙悟空,大禹"
小乔,武则天,16,阵营2 胜利,"影,武则天,虞姬,哪吒,张飞","关羽,小乔,艾琳,百里玄策,大禹"
小乔,武则天,17,阵营2 胜利,"影,武则天,敖隐,马超,赵怀真","哪吒,小乔,公孙离,阿古朵,刘禅"
小乔,武则天,18,阵营2 胜利,"司空震,武则天,元流之子(射手),马超,张飞","孙悟空,小乔,戈娅,云缨,苏烈"
小乔,武则天,19,阵营2 胜利,"哪吒,武则天,敖隐,裴擒虎,刘邦","海诺,小乔,虞姬,赵云,盾山"
小乔,貂蝉,1,阵营1 胜利,"姬小满,貂蝉,敖隐,云缨,墨子","蒙恬,小乔,虞姬,暃,元流之子(辅助)"
小乔,貂蝉,2,阵营1 胜利,"哪吒,貂蝉,孙权,云缨,大乔","元歌,小乔,戈娅,阿古朵,张良"
小乔,貂蝉,3,阵营2 胜利,"老夫子,貂蝉,狄仁杰,暃,元流之子(辅助)","狂铁,小乔,戈娅,诸葛亮,苏烈"
小乔,貂蝉,4,阵营1 胜利,"夏洛特,貂蝉,元流之子(射手),大司命,张飞","元歌,小乔,虞姬,裴擒虎,少司缘"
小乔,貂蝉,5,阵营2 胜利,"夏洛特,小乔,戈娅,韩信,刘邦","哪吒,貂蝉,公孙离,马超,大禹"
小乔,貂蝉,6,阵营2 胜利,"元歌,貂蝉,敖隐,赵云,元流之子(辅助)","梦奇,小乔,鲁班七号,司马懿,盾山"
小乔,貂蝉,7,阵营1 胜利,"姬小满,小乔,蚩奼,澜,少司缘","狂铁,貂蝉,狄仁杰,铠,空空儿"
小乔,貂蝉,8,阵营2 胜利,"蚩奼,貂蝉,戈娅,云缨,大禹","曹操,小乔,元流之子(射手),孙悟空,苏烈"
小乔,貂蝉,9,阵营1 胜利,"曹操,小乔,狄仁杰,云缨,刘邦","关羽,貂蝉,公孙离,赵云,太乙真人"
小乔,貂蝉,10,阵营1 胜利,"姬小满,小乔,敖隐,云缨,元流之子(辅助)","曹操,貂蝉,元流之子(射手),裴擒虎,蔡文姬"
小乔,貂蝉,11,阵营2 胜利,"哪吒,貂蝉,孙权,裴擒虎,少司缘","马超,小乔,戈娅,韩信,张良"
小乔,貂蝉,12,阵营2 胜利,"影,小乔,苍,元流之子(坦克),大乔","哪吒,貂蝉,戈娅,马超,张良"
小乔,貂蝉,13,阵营1 胜利,"关羽,貂蝉,蚩奼,马超,盾山","影,小乔,元流之子(射手),百里玄策,赵怀真"
小乔,貂蝉,14,阵营2 胜利,"杨戬,小乔,公孙离,镜,少司缘","司空震,貂蝉,元流之子(射手),暃,张飞"
小乔,貂蝉,15,阵营2 胜利,,未集齐10人
小乔,貂蝉,16,阵营1 胜利,"夏洛特,小乔,元流之子(射手),赵云,牛魔","白起,貂蝉,艾琳,铠,大乔"
小乔,貂蝉,17,阵营1 胜利,"蚩奼,貂蝉,后羿,元流之子(刺客),刘邦","花木兰,小乔,元流之子(射手),露娜,牛魔"
小乔,貂蝉,18,阵营1 胜利,"元歌,小乔,蚩奼,暃,大乔","蒙恬,貂蝉,孙权,韩信,大禹"
小乔,貂蝉,19,阵营2 胜利,"影,貂蝉,元流之子(射手),兰陵王,达摩","马超,小乔,苍,孙悟空,钟馗"
小乔,安琪拉,1,阵营1 胜利,"曹操,小乔,敖隐,阿古朵,元流之子(辅助)","狂铁,安琪拉,艾琳,铠,盾山"
小乔,安琪拉,2,阵营1 胜利,"猪八戒,安琪拉,后羿,裴擒虎,元流之子(辅助)","司空震,小乔,戈娅,赵云,少司缘"
小乔,安琪拉,3,阵营1 胜利,"亚瑟,小乔,元流之子(射手),马超,刘邦","老夫子,安琪拉,公孙离,韩信,张飞"
小乔,安琪拉,4,阵营1 胜利,"曹操,安琪拉,敖隐,孙悟空,元流之子(辅助)","姬小满,小乔,后羿,澜,张飞"
小乔,安琪拉,5,阵营1 胜利,"老夫子,安琪拉,元流之子(射手),暃,刘邦","花木兰,小乔,蚩奼,马超,大禹"
小乔,安琪拉,6,阵营2 胜利,"马超,安琪拉,孙权,暃,少司缘","司空震,小乔,蚩奼,裴擒虎,大禹"
小乔,安琪拉,7,阵营1 胜利,"哪吒,安琪拉,公孙离,裴擒虎,少司缘","杨戬,小乔,苍,大司命,张飞"
小乔,安琪拉,8,阵营2 胜利,"曹操,小乔,元流之子(射手),孙悟空,张飞","哪吒,安琪拉,蚩奼,裴擒虎,大禹"
小乔,安琪拉,9,阵营2 胜利,"蒙恬,安琪拉,元流之子(射手),马超,瑶","蚩奼,小乔,虞姬,典韦,太乙真人"
小乔,安琪拉,10,阵营1 胜利,"司空震,安琪拉,李信,裴擒虎,少司缘","哪吒,小乔,元流之子(射手),韩信,刘邦"
小乔,安琪拉,11,阵营1 胜利,"狂铁,小乔,敖隐,镜,元流之子(辅助)","老夫子,安琪拉,公孙离,裴擒虎,大乔"
小乔,安琪拉,12,阵营2 胜利,"老夫子,安琪拉,元流之子(射手),大司命,张良","曹操,小乔,艾琳,韩信,盾山"
小乔,安琪拉,13,阵营1 胜利,"关羽,小乔,公孙离,元流之子(刺客),大禹","哪吒,安琪拉,戈娅,娜可露露,张飞"
小乔,安琪拉,14,阵营2 胜利,"蚩奼,安琪拉,莱西奥,阿古朵,张飞","元歌,小乔,孙权,影,鲁班大师"
小乔,安琪拉,15,阵营2 胜利,"司空震,小乔,敖隐,韩信,少司缘","蚩奼,安琪拉,李元芳,孙悟空,张良"
小乔,安琪拉,16,阵营1 胜利,"狂铁,小乔,孙尚香,孙悟空,盾山","蒙恬,安琪拉,公孙离,赵云,鲁班大师"
小乔,安琪拉,17,阵营2 胜利,"老夫子,小乔,蚩奼,杨戬,元流之子(辅助)","马超,安琪拉,元流之子(射手),阿古朵,苏烈"
小乔,安琪拉,18,阵营1 胜利,"影,安琪拉,元流之子(射手),露娜,太乙真人","大司命,小乔,公孙离,云缨,少司缘"
小乔,安琪拉,19,阵营2 胜利,"猪八戒,小乔,蚩奼,宫本武藏,鲁班大师","姬小满,安琪拉,虞姬,马超,太乙真人"
小乔,姜子牙,1,阵营2 胜利,"哪吒,小乔,鲁班七号,百里玄策,刘邦","老夫子,姜子牙,狄仁杰,阿古朵,盾山"
小乔,姜子牙,2,阵营1 胜利,"哪吒,小乔,元流之子(射手),镜,盾山","蚩奼,姜子牙,苍,典韦,墨子"
小乔,姜子牙,3,阵营1 胜利,"哪吒,小乔,元流之子(射手),宫本武藏,鲁班大师","司空震,姜子牙,戈娅,马超,刘邦"
小乔,姜子牙,4,阵营1 胜利,"哪吒,姜子牙,孙权,韩信,大乔","影,小乔,公孙离,马超,张飞"
小乔,姜子牙,5,阵营2 胜利,"夏洛特,姜子牙,鲁班七号,百里玄策,瑶","元歌,小乔,狄仁杰,孙悟空,苏烈"
